,기준_분기_코드,상권_구분_코드_명,상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
107099,4,골목상권,삼광초등학교,일반교습학원,79803725,279,72671309,7132416,19582129,22630106,9384077,6996561,14078436,7132416,0,2037833,0,0,45963330,25349424,6453138,43027644,13449698,0,8231624,0,25693698,22552020,0,258,21,53,67,34,28,76,21,0,7,0,0,148,103,21,169,48,0,47,0,96,74,0,9
107100,4,골목상권,삼광초등학교,예술학원,32033493,266,29067391,2966102,8012572,2985445,8041442,4468494,5559438,0,2966102,0,0,4904666,17267421,9861406,0,13203393,18830100,0,0,3852408,24136401,0,4044684,252,14,84,22,67,36,43,0,14,0,0,56,134,76,0,97,169,0,0,53,187,0,26,6
107101,4,골목상권,삼광초등학교,일반의원,133939445,11385,119276161,14663284,26542293,25868610,22687798,20521776,23655684,14663284,0,0,39930695,33185326,51434487,9388937,0,61931168,72008277,0,5686636,15213086,35683203,36737292,40619228,10105,1280,2175,2004,2004,1876,2046,1280,0,0,2730,2813,4947,895,0,5886,5499,0,517,1419,2749,4040,2660,3
107102,4,골목상권,삼광초등학교,자동차수리,214073671,975,214073671,0,45089521,32496952,16248476,71493294,48745428,0,0,0,35746647,61337997,51995123,64993904,0,103990246,105615094,0,0,35746647,108864789,32496952,32496952,975,0,163,162,81,325,244,0,0,0,163,244,243,325,0,487,406,0,0,163,405,163,162,3
107103,4,골목상권,삼광초등학교,미용실,136765615,2452,65355851,71409764,16802295,8094232,20890852,3557904,16010568,43519973,27889791,0,6226332,32101282,41807816,56630185,0,10661878,126103737,0,19746367,26417437,38884380,35570239,16147192,1082,1370,185,267,274,178,178,807,563,0,178,541,555,1178,0,541,1911,0,534,267,547,896,208,6
107104,4,골목상권,삼광초등학교,노래방,10539800,209,3412089,7127711,900122,293063,1329249,554726,334929,4019150,3108561,3056228,0,0,0,1381583,6101989,8969820,1569980,0,345396,4113348,1706045,1758378,2616633,104,105,32,10,32,20,10,53,52,53,0,0,0,41,115,168,41,0,10,116,52,21,10,3
107105,4,골목상권,삼광초등학교,편의점,327544483,51631,235472944,92071539,47886891,39008721,47657113,45719784,55200435,53038390,39033149,26094626,45578722,42893693,54488645,91446525,67042272,201388661,122814148,3488070,78739893,92692468,65243072,59671538,24367767,38024,13607,7159,6513,7989,7572,8791,7379,6228,3582,9411,8674,8974,12675,8315,30321,20977,711,14100,13566,9562,8687,4673,6
107106,4,골목상권,삼광초등학교,의약품,153778872,12076,139487055,14291817,31816240,32300417,24038051,18046482,33285865,14291817,0,0,34228589,36865940,70246645,12437698,0,72074441,72254402,122469,7802273,17155567,28684635,41080938,49482963,11022,1054,2394,2364,2078,1738,2448,1054,0,0,2392,3218,5042,1424,0,5667,6181,28,1089,2089,2889,3177,2573,3
107107,4,골목상권,삼광초등학교,섬유제품,36000000,1388,22899698,13100302,5773585,392157,2307692,6226415,8199849,7688538,5411764,0,3509434,7549019,21882723,3058824,0,10747361,25252639,0,0,11579356,7516591,7901591,9002462,843,545,227,79,115,113,309,309,236,0,113,351,767,157,0,466,922,0,0,308,351,191,538,3
107108,4,골목상권,삼광초등학교,화초,12152287,395,9252671,2899616,3090103,1559161,239871,2388128,1975408,2165893,733723,0,1954242,1516832,3714472,4966741,0,2991332,7326648,105825,1721427,1065309,2222334,3294699,1908386,289,106,71,71,14,63,70,64,42,0,42,99,112,142,0,147,226,7,91,49,98,56,70,3
107109,4,골목상권,이촌동점보아파트,한식음식점,107547971,3233,80624520,26923451,14340355,12570987,17654764,14855418,21202996,15580531,11342920,0,0,44781713,17072807,42657313,3036138,37823060,43559747,1560668,5030761,12897268,16194432,24445261,21254418,2400,833,479,454,470,481,516,461,372,0,0,1405,526,1271,31,1248,1490,108,248,360,546,756,720,9
107110,4,골목상권,이촌동점보아파트,일식음식점,150466476,916,111479079,38987397,18987446,12054255,20298747,30364807,29773824,24701853,14285544,0,0,2973795,2384700,117000897,28107084,56547421,20122680,0,10791100,17952518,26258374,15618560,6049549,633,283,99,76,128,165,165,175,108,0,0,66,56,634,160,444,174,0,117,146,170,133,52,3
107111,4,골목상권,이촌동점보아파트,제과점,591654271,47327,397179489,194474782,80303335,70107924,81570066,71147412,94050752,89800950,104673832,12053,144961215,142245560,133837653,139977107,30620683,208540035,326982127,4226704,38614983,87260007,133639488,134136006,137644976,32246,15081,6764,6031,6323,5947,7181,7142,7939,5,10366,10591,11510,11942,2913,16854,28404,573,3917,7523,11736,10616,10893,6
107112,4,골목상권,이촌동점보아파트,분식전문점,146028585,12004,92293705,53734880,20387026,16423842,18497283,18465454,18520100,22665083,31069797,0,6611369,70675346,37194635,31547235,0,73171579,57833647,1159490,12126988,23117966,34170866,36926360,23503554,8229,3775,1764,1537,1700,1564,1664,1810,1965,0,519,5665,3319,2501,0,6102,4856,136,1283,1910,2709,2856,2065,6
107113,4,골목상권,이촌동점보아파트,호프-간이주점,41036675,129,41036675,0,5803427,7118870,6319287,21795091,0,0,0,6319287,0,0,0,10059273,24658115,38457374,0,0,799583,0,4126881,27211623,6319287,129,0,26,26,13,64,0,0,0,13,0,0,0,26,90,116,0,0,13,0,26,64,13,3
107114,4,골목상권,이촌동점보아파트,일반교습학원,240971220,701,229130433,11840787,47795701,38696015,47185940,48567366,46885411,9263201,2577586,0,8030793,10954742,91493764,126464442,4027479,103018877,137952343,0,0,8779904,203632464,28558852,0,661,40,147,128,137,120,129,32,8,0,24,32,322,307,16,299,402,0,0,64,525,112,0,15
107115,4,골목상권,이촌동점보아파트,외국어학원,240459653,413,224373717,16085936,51755393,36481131,59013248,42945021,34178924,16085936,0,0,76090905,38370122,85034093,33408570,7555963,88841591,151618062,0,0,88664498,103094615,8264334,40436206,377,36,82,71,93,60,71,36,0,0,87,89,136,83,18,159,254,0,0,124,223,18,48,18
107116,4,골목상권,이촌동점보아파트,예술학원,81105988,385,79821293,1284695,17744845,27469181,18387193,12365990,3854084,1284695,0,0,1204401,9715503,42316238,26665445,1204401,52280652,28825336,0,0,2408802,68731166,7557217,2408803,377,8,104,120,73,72,8,8,0,0,8,56,233,80,8,233,152,0,0,32,297,48,8,9
107117,4,골목상권,이촌동점보아파트,스포츠 강습,289376821,435,268990308,20386513,57173862,57477370,28174620,62353525,63810931,20386513,0,0,69686370,40148833,51160986,89626213,38754419,99258268,182559509,9448805,16229039,72858878,43558992,67075065,72646997,418,17,92,109,63,74,80,17,0,0,57,46,80,195,57,120,309,11,51,91,127,86,63,9
107118,4,골목상권,이촌동점보아파트,일반의원,93196151,8213,81798167,11397984,22730498,18893898,16667519,8185154,15321098,11397984,0,0,21618154,39286875,28001031,4290091,0,35217702,57978449,179972,1906586,6978635,16179451,20798463,47153044,7305,908,1641,1357,1487,1133,1687,908,0,0,2037,2367,3147,662,0,3292,4921,32,226,581,1277,1924,4173,6
107119,4,골목상권,이촌동점보아파트,치과의원,504933553,3091,455258659,49674894,69352675,79912713,65742748,43628234,196622289,49674894,0,0,107773813,133571819,207972845,55615076,0,212859999,282225951,3886125,25056985,60905751,122473005,175488531,107275554,2749,342,529,536,606,251,827,342,0,0,723,845,1213,310,0,1313,1759,13,259,388,892,899,620,9
107120,4,골목상권,이촌동점보아파트,스포츠클럽,73978500,264,65750283,8228217,7351169,11708115,17922892,16824227,11943880,8228217,0,0,6464691,8685601,16395133,42362345,70730,27554947,46423553,0,19579535,4511330,19865602,17852448,12169585,231,33,62,42,37,62,28,33,0,0,19,46,62,132,5,130,134,0,116,25,47,43,33,3
107121,4,골목상권,이촌동점보아파트,미용실,432848021,3134,330220186,102627835,126032317,57185737,62563051,28015507,56423574,84173113,18454722,0,10116455,176297888,105384459,141049219,0,184502449,245642244,1993516,14069074,28166709,42123974,219136225,124655196,2206,928,427,362,357,484,576,556,372,0,264,1107,1065,698,0,1404,1700,42,284,422,698,1069,588,14
107122,4,골목상권,이촌동점보아파트,슈퍼마켓,803434494,49006,571517029,231917465,125260125,106919056,106635999,105276567,127425282,116877514,115039951,0,75535898,186832564,256104901,284508383,452748,281820227,521614267,3891816,27527982,68917147,150631296,218521488,333944765,34955,14051,7487,6588,6716,6616,7548,7144,6907,0,5286,10581,14307,18827,5,19882,29124,1321,3066,5509,11285,11874,15951,3
107123,4,골목상권,이촌동점보아파트,편의점,441889073,70773,309361439,132527634,60034256,58211204,59870820,61824619,69420540,71036201,61491433,28411311,57964813,48213028,68621686,134734386,103943849,258517476,183371597,27095084,69306591,94988783,100234842,107348131,42915642,51990,18783,10673,9770,9979,10302,11266,9510,9273,4284,11775,7961,11490,20838,14425,39084,31689,8129,13648,14299,15343,13529,5825,3
107124,4,골목상권,이촌동점보아파트,일반의류,26673272,44,26673272,0,0,4689806,0,14655644,7327822,0,0,0,0,0,12017628,0,14655644,0,26673272,0,0,0,0,26673272,0,44,0,0,14,0,15,15,0,0,0,0,0,29,0,15,0,44,0,0,0,0,44,0,2
107125,4,골목상권,이촌동점보아파트,안경,61832882,584,44438961,17393921,19968769,4693164,8655873,4734252,6386903,17393921,0,0,5209046,17809367,24178008,14636461,0,30394051,31438831,2359103,4587579,3975305,14575973,20155800,16179122,493,91,165,55,92,82,99,91,0,0,82,138,199,165,0,241,343,28,74,73,159,167,83,3
107126,4,골목상권,이촌동점보아파트,의약품,210000000,14302,164319724,45680276,33072150,28953361,31527046,31462299,39304868,31731256,13949020,0,32034924,53530975,64127361,59257186,1049554,108689306,101310694,642715,12838264,20996812,43001705,60103129,72417375,11021,3281,2144,2164,2131,2010,2572,2108,1173,0,2082,3353,4517,4254,96,6523,7779,128,1189,1843,3295,3686,4161,6
107127,4,골목상권,이촌동점보아파트,화초,44826021,826,36328642,8497379,3946649,13145431,9631705,3621119,5983738,5282336,3215043,0,4832632,16286642,13994498,9712249,0,13074955,25817667,0,3745290,3845970,7040876,6416662,17843824,597,229,94,147,95,100,161,141,88,0,108,282,220,216,0,343,389,0,128,114,134,141,215,3
107128,4,골목상권,후암동주민센터,한식음식점,2123534100,49947,1689504428,434029672,280465390,345813225,319286395,370069066,373870352,259258320,174771352,0,24193921,671090066,120154415,1059946926,248148772,884135132,527702642,3438754,302827424,423442843,302015585,233580410,146532763,39780,10167,6965,7901,7861,8316,8737,5673,4494,0,1450,24296,4623,17023,2555,23970,15476,112,7806,11228,8627,7701,3977,50
107129,4,골목상권,후암동주민센터,중식음식점,284015676,7148,188057881,95957795,32930535,30376006,39966473,31650537,53134330,30236764,65721031,0,0,131315171,43582382,100126769,8991354,113823807,79360160,514153,14508506,38963004,49137527,53078996,36981781,4509,2639,939,489,997,954,1130,1038,1601,0,0,3709,1114,2261,64,3872,2324,34,625,1386,1567,1528,1058,6
107130,4,골목상권,후암동주민센터,일식음식점,64794529,1654,55282546,9511983,6939477,14408059,12644911,13482838,7807261,9511983,0,0,0,20781684,3315108,32325054,8372683,29979305,17336745,0,7734610,9183573,8244336,15142406,7011126,1464,190,253,321,302,335,253,190,0,0,0,797,90,614,153,792,689,0,331,346,235,402,165,6
107131,4,골목상권,후암동주민센터,양식음식점,656899352,18953,549870909,107028443,57345851,117414263,122529135,109120679,143460981,63920294,43108149,3993506,9619667,239657493,84475904,189699450,129453332,171489376,172443667,66529,68155377,118774562,77878637,48738376,30319560,15587,3366,2198,3336,3219,3194,3640,1753,1613,48,1466,9606,3196,3767,870,5978,7948,12,3162,5136,2789,1949,879,14
107132,4,골목상권,후암동주민센터,제과점,71228509,7527,45351961,25876548,5874144,9068474,6846981,6944111,16618251,14550803,11325745,0,723004,10104414,9576700,34231300,16593091,36255407,34973102,716431,19927289,19317678,16101651,11426751,3738709,4763,2764,660,1041,814,805,1443,1527,1237,0,186,1072,1227,3464,1578,3542,3985,85,2178,2210,1661,1119,274,3
107133,4,골목상권,후암동주민센터,치킨전문점,143866952,6258,99030860,44836092,16696337,15162054,18896978,20522955,27752536,20146866,24689226,0,299364,913848,9183411,84263130,49207199,71404662,56233935,308203,13892525,27041782,38114458,37891122,10390505,4162,2096,713,528,741,897,1283,971,1125,0,16,64,347,3796,2035,3387,2545,17,683,1455,1682,1589,507,12
107134,4,골목상권,후암동주민센터,분식전문점,345575821,31704,285661577,59914244,57454075,52857133,55107944,51298639,68943786,31689915,28224329,17690697,37757906,106770235,81961508,76231666,25163809,179137829,93016519,3695530,54061833,51586037,84775161,55195960,22839830,25429,6275,5405,4987,4883,4964,5190,3395,2880,1685,3765,9152,5084,8662,3356,18830,10693,405,6384,6314,7694,6106,2618,15
107135,4,골목상권,후암동주민센터,호프-간이주점,97593159,1687,75594602,21998557,13693437,16421738,16932512,11131953,17414962,12681944,9316613,14072282,0,0,0,25857985,57662892,59220249,16164755,0,25844453,17828329,14298585,14067091,3346546,1316,371,243,313,268,208,284,246,125,210,0,0,0,436,1041,1019,367,0,479,325,229,299,53,12
107136,4,골목상권,후암동주민센터,커피-음료,627006107,71538,458624689,168381418,82664464,96308335,89229939,94850344,95571607,102650399,65731019,0,74359198,328427161,138408365,78868288,6943095,203716129,324004990,3538246,169456696,169699066,98401594,68378466,18247051,53001,18537,9790,10589,10626,10736,11260,10125,8412,0,12812,31803,16147,9834,942,27053,38781,601,20634,22102,11834,8379,2284,52
107137,4,골목상권,후암동주민센터,일반교습학원,97974213,304,97974213,0,15885709,13465028,37614888,11207996,19800592,0,0,0,0,6653820,28806262,58839131,3675000,27973406,70000807,0,0,10628926,65318051,22027236,0,304,0,43,41,107,54,59,0,0,0,0,24,102,172,6,115,189,0,0,25,211,68,0,6
107138,4,골목상권,후암동주민센터,예술학원,35115601,193,31331984,3783617,3783617,7344668,3449768,4512819,12241112,3783617,0,0,1335394,4451314,11573415,17755478,0,13131375,21984226,0,0,8964132,26151469,0,0,182,11,11,57,44,26,44,11,0,0,11,22,78,82,0,100,93,0,0,48,145,0,0,4
107139,4,골목상권,후암동주민센터,스포츠 강습,36828358,246,36828358,0,1402985,9470150,4559702,2104478,19291043,0,0,0,0,0,8768657,28059701,0,7365671,29462687,0,0,15783583,13679104,7365671,0,246,0,18,69,36,18,105,0,0,0,0,0,70,176,0,53,193,0,0,87,105,54,0,3
107140,4,골목상권,후암동주민센터,치과의원,190397408,1957,138408116,51989292,32894399,24500096,18624562,41178880,21210179,51989292,0,0,40023351,90422593,43053034,16898430,0,142631531,36747757,0,381993,840385,44201403,39691494,94264013,1599,358,310,286,335,381,287,358,0,0,549,834,502,72,0,1503,334,0,24,48,382,453,932,3
107141,4,골목상권,후암동주민센터,한의원,323263762,17923,274802371,48461391,42442734,56689969,40740541,57708932,77220195,48461391,0,0,52193189,139946364,94916434,36207775,0,101243431,217849794,16979,13222115,42645797,58676872,58153496,146377966,16409,1514,3496,3042,3471,2496,3904,1514,0,0,6660,4935,4558,1770,0,5376,12525,17,422,5376,2141,3546,6401,12
107142,4,골목상권,후암동주민센터,당구장,3704052,257,2175830,1528222,489230,189888,246273,267833,982606,498351,1029871,0,0,0,567175,2285285,851592,3704052,0,0,277783,241298,1437010,1036504,711457,173,84,24,25,25,33,66,33,51,0,0,0,33,174,50,257,0,0,17,17,125,66,32,3
107143,4,골목상권,후암동주민센터,PC방,370642533,79421,248348537,122293996,45435793,49468253,50408534,45030308,58005649,60254801,62039195,32584560,23731836,55850594,88361261,120584561,49529721,297264072,73378461,21594024,161676058,79425138,66419468,37533302,3994543,51907,27514,8950,9749,10115,9747,13346,14507,13007,7135,5596,11590,18664,26873,9563,62921,16500,6641,34147,16589,14898,6284,862,6
107144,4,골목상권,후암동주민센터,자동차수리,24107437,186,13956937,10150500,5751950,4060200,1522575,1607162,1015050,10150500,0,0,1607162,5582775,13703175,3214325,0,5751950,12434362,0,0,253762,13364825,3383500,1184225,170,16,46,62,16,30,16,16,0,0,30,62,47,47,0,61,62,0,0,30,47,30,15,3
107145,4,골목상권,후암동주민센터,자동차미용,50862891,1262,45140395,5722496,12673645,4981937,13902299,5453204,8129310,5722496,0,1346470,10586617,14053776,16578408,1380132,6917488,28225369,5503694,0,7169951,9677750,10014368,3904762,2962234,1111,151,288,134,337,151,201,151,0,17,286,370,471,34,84,639,168,0,84,252,268,117,84,3
107146,4,골목상권,후암동주민센터,미용실,33161829,1175,25909301,7252528,6799519,5432982,4841866,2392093,6442841,4777098,2475430,0,1191553,12519042,8245700,11205534,0,15306493,17855336,785284,5812073,4110217,5308681,12247392,4898182,916,259,220,209,148,117,222,138,121,0,68,454,281,372,0,686,488,32,204,133,193,461,151,12
107147,4,골목상권,후암동주민센터,세탁소,65366390,3845,54909389,10457001,13414981,9649056,13085980,9705739,9053633,10142417,314584,0,10488778,13186118,16470239,23866462,1354793,26723543,37032969,72114,5318077,9855346,18975336,21224673,8310967,3143,702,655,551,832,531,574,687,15,0,589,901,1038,1281,36,1992,1795,6,410,725,1167,1037,443,7
107148,4,골목상권,후암동주민센터,가전제품수리,3400336,500,2327899,1072437,468907,913614,257143,310084,378151,316134,756303,0,211764,1284202,1178319,726051,0,2318823,574790,0,582353,1087564,611092,393277,219327,334,166,30,108,75,60,61,91,75,0,75,152,136,137,0,333,121,0,76,121,122,91,45,3
107149,4,골목상권,후암동주민센터,여관,61955317,1584,41305871,20649446,14239306,4843341,5700875,7236589,9285760,13003121,7646325,15081826,3572584,0,3474679,26500139,13326089,40899131,21056186,3675143,24359162,16569221,8137505,9214286,0,973,611,272,118,128,179,276,316,295,555,113,0,78,489,349,1163,421,111,579,292,243,359,0,6
107150,4,골목상권,후암동주민센터,노래방,1238503,77,834225,404278,0,269519,378610,186096,0,25668,378610,628877,0,0,0,340107,269519,814974,423529,0,25668,943317,77005,0,192513,45,32,0,13,19,13,0,13,19,45,0,0,0,19,13,45,32,0,13,52,6,0,6,1
107151,4,골목상권,후암동주민센터,슈퍼마켓,1446489800,102090,1146570236,299919564,262121344,229628732,205524097,216087309,233208754,298510737,1408827,0,169335792,212517153,367809428,598707069,98120358,531184559,826952718,3835510,85675637,202833542,287045794,428516401,350230393,82152,19938,17609,15975,16079,15089,17400,19730,208,0,9580,13814,24546,45787,8363,40181,57704,581,8223,17605,21484,27453,22536,6
107152,4,골목상권,후암동주민센터,편의점,1147003791,148044,744769860,402233931,124006414,135371496,132403067,141283073,211705810,228542615,173691316,93653542,98466146,100312300,143341813,399232914,311997076,697844585,446210770,4857211,274534686,378166729,244512946,187926039,54057744,99354,48690,17379,18481,18479,19714,25301,26112,22578,11978,18282,17401,20705,45152,34526,92722,54954,1217,40354,44717,29928,24387,7073,15
107153,4,골목상권,후암동주민센터,육류판매,529226346,22449,385919674,143306672,75157979,76532107,63718094,58762855,111748639,92852650,50454022,0,34949092,114500648,164210251,205657499,9908856,208329811,298744811,469902,21334281,85949261,99444146,166497139,133379894,16373,6076,3240,3271,3088,2505,4269,3696,2380,0,1410,4278,6599,9911,251,9533,12282,27,1566,4024,4365,6911,4921,6
107154,4,골목상권,후암동주민센터,일반의류,231005416,3613,224610874,6394542,48888093,40789635,6874249,50210701,77848196,3977246,2417296,0,19279323,85267193,84298275,42160625,0,65857683,60368887,0,20398527,10592237,31227072,23161382,40847350,3026,587,530,779,477,609,631,345,242,0,504,1574,1218,317,0,1511,1342,0,984,814,503,445,109,13
107155,4,골목상권,후암동주민센터,화장품,34200710,591,29439076,4761634,2362361,4715495,9608164,5186120,7566936,4761634,0,0,0,6396830,14875491,12928389,0,7880275,26320435,0,0,350663,7058163,17357018,9434866,536,55,73,111,112,91,149,55,0,0,0,129,202,260,0,114,477,0,0,36,133,268,154,3
107156,4,골목상권,후암동주민센터,섬유제품,4674686,187,4674686,0,0,4674686,0,0,0,0,0,0,0,0,4674686,0,0,0,4674686,0,0,0,0,4674686,0,187,0,0,187,0,0,0,0,0,0,0,0,187,0,0,0,187,0,0,0,0,187,0,1
107157,4,골목상권,후암동주민센터,철물점,53234253,2084,46440786,6793467,4798053,5054675,16408949,9473924,10705185,4052970,2740497,0,12630466,17552028,21755273,1296486,0,14832812,6244246,0,1332012,3041904,2323335,10002024,4377785,1721,363,322,334,311,372,382,353,10,0,625,754,607,98,0,1116,392,0,118,235,157,636,363,6
107158,4,골목상권,해방촌예술마을,한식음식점,362400707,4339,220311962,142088745,9768219,9238496,43446476,45345019,112513752,124144774,17943971,4176125,472965,52035940,16319298,260156401,29239978,93006618,86157802,799655,53507824,27512842,37536521,54033169,5774409,2223,2116,472,227,269,544,711,1332,784,60,24,937,861,1856,601,1658,2471,49,2027,1086,519,231,217,17
107159,4,골목상권,해방촌예술마을,중식음식점,89079116,4355,58372986,30706130,13155098,6516229,12800806,11353119,14547734,17755431,12950699,0,0,51104571,17403864,20570681,0,55403719,28603584,343390,14236000,19775347,14963438,24361270,10327860,2961,1394,709,289,654,567,742,757,637,0,0,2399,992,964,0,2740,1397,16,953,1039,730,836,561,3
107160,4,골목상권,해방촌예술마을,양식음식점,46440054,2779,11569541,34870513,1164390,1533805,2722626,2407560,3741160,20876518,13993995,152368,0,4820239,15829225,18703246,6934976,14286983,31745565,959135,25434860,10935667,4366011,4237019,99855,968,1811,93,137,234,202,302,949,862,4,0,267,1200,1172,136,894,1878,85,1637,657,202,182,9,9
107161,4,골목상권,해방촌예술마을,제과점,132504089,15181,94980574,37523515,19004665,16475593,16201020,17792836,25506460,19396841,18126674,0,25109036,22166451,23046814,43906354,18275434,57855990,71679691,1153812,18429772,35077733,39715900,24374459,10784005,11048,4133,2378,1812,2227,2133,2498,2100,2033,0,3565,2582,2573,4505,1956,6461,8559,103,2322,4318,4249,2810,1216,3
107162,4,골목상권,해방촌예술마을,패스트푸드점,982687350,39467,541457170,441230180,108996160,88182692,118707614,108463924,117106780,216562405,224667775,0,73907493,343581538,305963244,259235075,0,300154420,664804187,16234366,576695603,234395015,76836546,46836399,13960679,22262,17205,4235,3710,4572,4460,5285,8621,8584,0,2736,12218,13568,10945,0,12110,27170,1096,23718,9238,2841,2009,378,3
107163,4,골목상권,해방촌예술마을,치킨전문점,35563464,2659,23566906,11996558,0,6397122,5008994,5036366,7124424,6745131,5251427,1259091,0,1055760,3049973,19246110,10952530,21713378,13255732,228902,3829910,7708504,8918827,10665378,3617590,1784,875,0,493,384,414,493,492,383,94,0,78,234,1393,860,1687,949,24,287,623,700,753,248,3
107164,4,골목상권,해방촌예술마을,호프-간이주점,8082622,175,6178569,1904053,3303285,504821,444462,899898,1026103,971231,932822,866975,0,0,0,2013796,5201851,5970056,2112566,0,504821,735283,4269030,1607744,965744,137,38,51,21,15,28,22,22,16,22,0,0,0,49,104,110,65,0,16,21,73,49,16,3
107165,4,골목상권,해방촌예술마을,커피-음료,262999045,13687,152659266,110339779,41507408,17461966,27874659,26932311,38882922,65707527,44632252,4962691,0,38488893,70313333,109385806,39848322,82341248,173435102,4873710,131965044,77396341,22650443,15805577,3085235,8230,5457,1750,1335,1640,1493,2012,3075,2382,48,0,2812,4697,5295,835,4287,9308,421,7957,3047,1077,907,184,6
107166,4,골목상권,해방촌예술마을,예술학원,8000000,72,8000000,0,0,8000000,0,0,0,0,0,0,0,0,0,8000000,0,2000000,6000000,0,6000000,2000000,0,0,0,72,0,0,72,0,0,0,0,0,0,0,0,0,72,0,18,54,0,54,18,0,0,0,3
107167,4,골목상권,해방촌예술마을,일반의원,565680907,32902,405721366,159959541,76728831,61061290,27285360,130041794,110604091,113111159,46848382,0,199918699,237769368,108872790,19120050,0,220320051,345360856,201499,18906417,59993770,105212851,225418857,155947513,27167,5735,5485,5200,3229,6509,6744,2390,3345,0,10729,9835,10233,2105,0,16670,16232,60,1819,4731,5253,12033,9006,6
107168,4,골목상권,해방촌예술마을,치과의원,60072545,771,56233158,3839387,12415760,5257519,34603104,2299127,1657648,3839387,0,0,32542309,20923359,6606877,0,0,18126227,41946318,0,4685997,33184973,947397,1569905,19684273,688,83,130,119,238,95,106,83,0,0,189,309,273,0,0,403,368,0,95,178,83,107,308,3
107169,4,골목상권,해방촌예술마을,한의원,51368258,4258,42229978,9138280,17652846,6652123,5682734,4900148,7342127,9138280,0,0,6099567,13764433,12302776,19201482,0,14322476,36055584,315593,1603519,12117336,20565721,10308230,5467660,3301,957,617,650,652,561,821,957,0,0,407,1529,1442,880,0,2045,2092,39,187,1077,898,1210,725,6
107170,4,골목상권,해방촌예술마을,미용실,29242184,1122,20679683,8562501,2955042,2945937,5905467,4381260,4491977,6185537,2376964,0,175850,4524377,9818236,13920127,803594,16305514,12233271,0,6763533,9487636,5414352,4975267,1897997,789,333,149,136,189,135,180,265,68,0,12,230,347,501,32,717,380,0,335,369,191,143,61,15
107171,4,골목상권,해방촌예술마을,슈퍼마켓,14995927,2193,10799761,4196166,1852980,1755712,1380318,2838038,2972713,2230697,1965469,0,846767,1579497,2613058,7161654,2794951,7517265,7478662,95161,2118732,3262502,6538899,1819889,1160744,1482,711,248,254,201,351,428,386,325,0,93,264,547,927,362,1080,1113,32,641,469,722,183,146,3
107172,4,골목상권,해방촌예술마을,편의점,311635565,42686,206630753,105004812,39126819,39444399,37843324,40786191,49430020,55174522,49830290,28037350,31859416,33539399,31208766,100530998,86459636,195033815,116601750,1605043,98630988,95550270,49137677,50761564,15950023,28941,13745,5489,5633,5586,5501,6732,6562,7183,3793,5586,4951,5196,13123,10037,25501,17185,334,13930,11942,7043,6636,2801,3
107173,4,골목상권,해방촌예술마을,핸드폰,972336,54,972336,0,0,0,405140,567196,0,0,0,0,0,0,405140,567196,0,405140,567196,0,0,0,567196,405140,0,54,0,0,0,27,27,0,0,0,0,0,0,27,27,0,27,27,0,0,0,27,27,0,2
107174,4,골목상권,해방촌예술마을,일반의류,360000000,220,360000000,0,66355912,120000000,6412214,55989233,111242641,0,0,0,0,289577019,8021534,62401447,0,299363012,60636988,0,64010767,295989233,0,0,0,220,0,50,43,23,27,77,0,0,0,0,143,27,50,0,143,77,0,54,166,0,0,0,3
107175,4,골목상권,해방촌예술마을,의약품,538827519,53632,406521046,132306473,71628799,75446438,84588017,80631758,94226034,58098159,74208314,0,109264130,136370596,168693495,124081665,417633,311061334,227766185,1709224,40626550,75625320,84376474,159675034,176814917,39115,14517,7820,7577,7292,7685,8741,6132,8385,0,10028,13030,15189,15252,133,28185,25447,381,7609,10670,9016,13269,12687,9
107176,4,골목상권,해방촌예술마을,가전제품,73419794,605,73323148,96646,19111810,4317673,3624237,5315548,40953880,96646,0,0,31881206,7736538,30322783,3479267,0,19285774,21648776,0,386585,893979,15560059,5605486,18488442,581,24,145,96,171,97,72,24,0,0,144,219,48,194,0,289,217,0,48,96,144,72,144,6
